endpoint,score,model,iteration,time,cindex,n_epic,eligable,n,freq,phecode_string,phecode_category
phecode_089-1,SCORE2+Retina,RetinaUKB,0,10,0.719179617841291,396,60056,2573,0.0428433462102038,Bacterial infections,ID
phecode_089-1,ASCVD,RetinaUKB,0,10,0.7178907784148042,396,60056,2573,0.0428433462102038,Bacterial infections,ID
phecode_089-1,ASCVD+Retina,RetinaUKB,0,10,0.7219169918839656,396,60056,2573,0.0428433462102038,Bacterial infections,ID
phecode_089-2,Age+Sex,RetinaUKB,0,10,0.6200011525523923,178,60704,1567,0.0258137849235635,Viral infections,ID
phecode_089-2,Retina,RetinaUKB,0,10,0.5989396517990506,178,60704,1567,0.0258137849235635,Viral infections,ID
phecode_089-2,Age+Sex+Retina,RetinaUKB,0,10,0.6212313163356642,178,60704,1567,0.0258137849235635,Viral infections,ID
phecode_089-2,SCORE2,RetinaUKB,0,10,0.6119811539094298,178,60704,1567,0.0258137849235635,Viral infections,ID
phecode_089-2,SCORE2+Retina,RetinaUKB,0,10,0.617703018850738,178,60704,1567,0.0258137849235635,Viral infections,ID
phecode_089-2,ASCVD,RetinaUKB,0,10,0.6159639660071403,178,60704,1567,0.0258137849235635,Viral infections,ID
phecode_089-2,ASCVD+Retina,RetinaUKB,0,10,0.6224331310479955,178,60704,1567,0.0258137849235635,Viral infections,ID
phecode_089-3,Age+Sex,RetinaUKB,0,10,0.5837871459391746,109,61091,724,0.0118511728405166,Fungal infections,ID
phecode_089-3,Retina,RetinaUKB,0,10,0.625791634769295,109,61091,724,0.0118511728405166,Fungal infections,ID
phecode_089-3,Age+Sex+Retina,RetinaUKB,0,10,0.613561892500058,109,61091,724,0.0118511728405166,Fungal infections,ID
phecode_089-3,SCORE2,RetinaUKB,0,10,0.5804973670169578,109,61091,724,0.0118511728405166,Fungal infections,ID
phecode_089-3,SCORE2+Retina,RetinaUKB,0,10,0.6107186767810333,109,61091,724,0.0118511728405166,Fungal infections,ID
phecode_089-3,ASCVD,RetinaUKB,0,10,0.5773525761477254,109,61091,724,0.0118511728405166,Fungal infections,ID
phecode_089-3,ASCVD+Retina,RetinaUKB,0,10,0.6074303477393463,109,61091,724,0.0118511728405166,Fungal infections,ID
phecode_092,Age+Sex,RetinaUKB,0,10,0.6734094727161635,261,61033,1522,0.0249373289859584,"Bacteremia, Sepsis, and SIRS",ID
phecode_092,Retina,RetinaUKB,0,10,0.6357285078546184,261,61033,1522,0.0249373289859584,"Bacteremia, Sepsis, and SIRS",ID
phecode_092,Age+Sex+Retina,RetinaUKB,0,10,0.6729885439629031,261,61033,1522,0.0249373289859584,"Bacteremia, Sepsis, and SIRS",ID
phecode_092,SCORE2,RetinaUKB,0,10,0.6763980041327551,261,61033,1522,0.0249373289859584,"Bacteremia, Sepsis, and SIRS",ID
phecode_092,SCORE2+Retina,RetinaUKB,0,10,0.6781488419127103,261,61033,1522,0.0249373289859584,"Bacteremia, Sepsis, and SIRS",ID
phecode_092,ASCVD,RetinaUKB,0,10,0.6858729786323767,261,61033,1522,0.0249373289859584,"Bacteremia, Sepsis, and SIRS",ID
phecode_092,ASCVD+Retina,RetinaUKB,0,10,0.6855781403104209,261,61033,1522,0.0249373289859584,"Bacteremia, Sepsis, and SIRS",ID
phecode_092-2,Age+Sex,RetinaUKB,0,10,0.6745737006557289,260,61038,1507,0.0246895376650611,Sepsis,ID
phecode_092-2,Retina,RetinaUKB,0,10,0.634539083819496,260,61038,1507,0.0246895376650611,Sepsis,ID
phecode_092-2,Age+Sex+Retina,RetinaUKB,0,10,0.6739748054456933,260,61038,1507,0.0246895376650611,Sepsis,ID
phecode_092-2,SCORE2,RetinaUKB,0,10,0.6773602488581296,260,61038,1507,0.0246895376650611,Sepsis,ID
phecode_092-2,SCORE2+Retina,RetinaUKB,0,10,0.6789600331172354,260,61038,1507,0.0246895376650611,Sepsis,ID
phecode_092-2,ASCVD,RetinaUKB,0,10,0.6855576467356272,260,61038,1507,0.0246895376650611,Sepsis,ID
phecode_092-2,ASCVD+Retina,RetinaUKB,0,10,0.6864693788439086,260,61038,1507,0.0246895376650611,Sepsis,ID
phecode_101,Age+Sex,RetinaUKB,0,10,0.6286182933060807,243,60721,1972,0.0324764084912962,Malignant neoplasm of the digestive organs,Neoplasms
phecode_101,Retina,RetinaUKB,0,10,0.612380855050247,243,60721,1972,0.0324764084912962,Malignant neoplasm of the digestive organs,Neoplasms
phecode_101,Age+Sex+Retina,RetinaUKB,0,10,0.6359768352921138,243,60721,1972,0.0324764084912962,Malignant neoplasm of the digestive organs,Neoplasms
phecode_101,SCORE2,RetinaUKB,0,10,0.6264220746039857,243,60721,1972,0.0324764084912962,Malignant neoplasm of the digestive organs,Neoplasms
phecode_101,SCORE2+Retina,RetinaUKB,0,10,0.6351081587463805,243,60721,1972,0.0324764084912962,Malignant neoplasm of the digestive organs,Neoplasms
phecode_101,ASCVD,RetinaUKB,0,10,0.6256569579288026,243,60721,1972,0.0324764084912962,Malignant neoplasm of the digestive organs,Neoplasms
phecode_101,ASCVD+Retina,RetinaUKB,0,10,0.6349453244762391,243,60721,1972,0.0324764084912962,Malignant neoplasm of the digestive organs,Neoplasms
phecode_101-4,Age+Sex,RetinaUKB,0,10,0.6023088254196242,156,60926,886,0.0145422315595968,Malignant neoplasm of the colon and rectum,Neoplasms
phecode_101-4,Retina,RetinaUKB,0,10,0.5790119577835766,156,60926,886,0.0145422315595968,Malignant neoplasm of the colon and rectum,Neoplasms
phecode_101-4,Age+Sex+Retina,RetinaUKB,0,10,0.6062439175665778,156,60926,886,0.0145422315595968,Malignant neoplasm of the colon and rectum,Neoplasms
phecode_101-4,SCORE2,RetinaUKB,0,10,0.5909962643402613,156,60926,886,0.0145422315595968,Malignant neoplasm of the colon and rectum,Neoplasms
phecode_101-4,SCORE2+Retina,RetinaUKB,0,10,0.5978544949310505,156,60926,886,0.0145422315595968,Malignant neoplasm of the colon and rectum,Neoplasms
phecode_101-4,ASCVD,RetinaUKB,0,10,0.5883827306836196,156,60926,886,0.0145422315595968,Malignant neoplasm of the colon and rectum,Neoplasms
phecode_101-4,ASCVD+Retina,RetinaUKB,0,10,0.5951307888954402,156,60926,886,0.0145422315595968,Malignant neoplasm of the colon and rectum,Neoplasms
phecode_101-41,Age+Sex,RetinaUKB,0,10,0.5945380603049987,115,61025,634,0.0103891847603441,Malignant neoplasm of the colon,Neoplasms
phecode_101-41,Retina,RetinaUKB,0,10,0.5537852981680033,115,61025,634,0.0103891847603441,Malignant neoplasm of the colon,Neoplasms
phecode_101-41,Age+Sex+Retina,RetinaUKB,0,10,0.5881913580501172,115,61025,634,0.0103891847603441,Malignant neoplasm of the colon,Neoplasms
phecode_101-41,SCORE2,RetinaUKB,0,10,0.56821143134097,115,61025,634,0.0103891847603441,Malignant neoplasm of the colon,Neoplasms
phecode_101-41,SCORE2+Retina,RetinaUKB,0,10,0.5710192206565421,115,61025,634,0.0103891847603441,Malignant neoplasm of the colon,Neoplasms
phecode_101-41,ASCVD,RetinaUKB,0,10,0.5610731933694982,115,61025,634,0.0103891847603441,Malignant neoplasm of the colon,Neoplasms
phecode_101-41,ASCVD+Retina,RetinaUKB,0,10,0.5649162262762397,115,61025,634,0.0103891847603441,Malignant neoplasm of the colon,Neoplasms
phecode_103,Age+Sex,RetinaUKB,0,10,0.6237658771115832,651,60349,2705,0.0448226151220401,Malignant neoplasm of the skin,Neoplasms
phecode_103,Retina,RetinaUKB,0,10,0.5851622556385321,651,60349,2705,0.0448226151220401,Malignant neoplasm of the skin,Neoplasms
phecode_103,Age+Sex+Retina,RetinaUKB,0,10,0.6227707952292783,651,60349,2705,0.0448226151220401,Malignant neoplasm of the skin,Neoplasms
phecode_103,SCORE2,RetinaUKB,0,10,0.6268387964457145,651,60349,2705,0.0448226151220401,Malignant neoplasm of the skin,Neoplasms
phecode_103,SCORE2+Retina,RetinaUKB,0,10,0.6270775119307106,651,60349,2705,0.0448226151220401,Malignant neoplasm of the skin,Neoplasms
phecode_103,ASCVD,RetinaUKB,0,10,0.6259959137696011,651,60349,2705,0.0448226151220401,Malignant neoplasm of the skin,Neoplasms
phecode_103,ASCVD+Retina,RetinaUKB,0,10,0.6255300568837299,651,60349,2705,0.0448226151220401,Malignant neoplasm of the skin,Neoplasms
phecode_105,Age+Sex,RetinaUKB,0,10,0.7014188915206492,160,60070,2264,0.037689362410521,Malignant neoplasm of the breast,Neoplasms
phecode_105,Retina,RetinaUKB,0,10,0.6042126236390806,160,60070,2264,0.037689362410521,Malignant neoplasm of the breast,Neoplasms
phecode_105,Age+Sex+Retina,RetinaUKB,0,10,0.7175963105657832,160,60070,2264,0.037689362410521,Malignant neoplasm of the breast,Neoplasms
phecode_105,SCORE2,RetinaUKB,0,10,0.7249618507712865,160,60070,2264,0.037689362410521,Malignant neoplasm of the breast,Neoplasms
phecode_105,SCORE2+Retina,RetinaUKB,0,10,0.7303643011321087,160,60070,2264,0.037689362410521,Malignant neoplasm of the breast,Neoplasms
phecode_105,ASCVD,RetinaUKB,0,10,0.7254226911951241,160,60070,2264,0.037689362410521,Malignant neoplasm of the breast,Neoplasms
phecode_105,ASCVD+Retina,RetinaUKB,0,10,0.7303880208598063,160,60070,2264,0.037689362410521,Malignant neoplasm of the breast,Neoplasms
phecode_107,Age+Sex,RetinaUKB,0,10,0.5326864738050399,247,60844,1635,0.0268720005259351,Malignant neoplasm of male genitalia,Neoplasms
phecode_107,Retina,RetinaUKB,0,10,0.45110402688502926,247,60844,1635,0.0268720005259351,Malignant neoplasm of male genitalia,Neoplasms
phecode_107,Age+Sex+Retina,RetinaUKB,0,10,0.5347759664742076,247,60844,1635,0.0268720005259351,Malignant neoplasm of male genitalia,Neoplasms
phecode_107,SCORE2,RetinaUKB,0,10,0.49718857587491216,247,60844,1635,0.0268720005259351,Malignant neoplasm of male genitalia,Neoplasms
phecode_107,SCORE2+Retina,RetinaUKB,0,10,0.4956323566156927,247,60844,1635,0.0268720005259351,Malignant neoplasm of male genitalia,Neoplasms
phecode_107,ASCVD,RetinaUKB,0,10,0.4914617560794007,247,60844,1635,0.0268720005259351,Malignant neoplasm of male genitalia,Neoplasms
phecode_107,ASCVD+Retina,RetinaUKB,0,10,0.4903868244574614,247,60844,1635,0.0268720005259351,Malignant neoplasm of male genitalia,Neoplasms
phecode_107-2,Age+Sex,RetinaUKB,0,10,0.5272987860682772,241,60884,1610,0.0264437290585375,Malignant neoplasm of the prostate,Neoplasms
phecode_107-2,Retina,RetinaUKB,0,10,0.44463573414377233,241,60884,1610,0.0264437290585375,Malignant neoplasm of the prostate,Neoplasms
phecode_107-2,Age+Sex+Retina,RetinaUKB,0,10,0.530063373107009,241,60884,1610,0.0264437290585375,Malignant neoplasm of the prostate,Neoplasms
phecode_107-2,SCORE2,RetinaUKB,0,10,0.48848750669130214,241,60884,1610,0.0264437290585375,Malignant neoplasm of the prostate,Neoplasms
phecode_107-2,SCORE2+Retina,RetinaUKB,0,10,0.48716306055844316,241,60884,1610,0.0264437290585375,Malignant neoplasm of the prostate,Neoplasms
phecode_107-2,ASCVD,RetinaUKB,0,10,0.4825646250280603,241,60884,1610,0.0264437290585375,Malignant neoplasm of the prostate,Neoplasms
phecode_107-2,ASCVD+Retina,RetinaUKB,0,10,0.4819274403826561,241,60884,1610,0.0264437290585375,Malignant neoplasm of the prostate,Neoplasms
phecode_108,Age+Sex,RetinaUKB,0,10,0.701855583161637,139,60932,812,0.0133263309919254,Malignant neoplasm of the urinary tract,Neoplasms
phecode_108,Retina,RetinaUKB,0,10,0.6451793721973094,139,60932,812,0.0133263309919254,Malignant neoplasm of the urinary tract,Neoplasms
phecode_108,Age+Sex+Retina,RetinaUKB,0,10,0.7025057568779542,139,60932,812,0.0133263309919254,Malignant neoplasm of the urinary tract,Neoplasms
phecode_108,SCORE2,RetinaUKB,0,10,0.6890427422938634,139,60932,812,0.0133263309919254,Malignant neoplasm of the urinary tract,Neoplasms
phecode_108,SCORE2+Retina,RetinaUKB,0,10,0.6938085787581303,139,60932,812,0.0133263309919254,Malignant neoplasm of the urinary tract,Neoplasms
phecode_108,ASCVD,RetinaUKB,0,10,0.6855494788510483,139,60932,812,0.0133263309919254,Malignant neoplasm of the urinary tract,Neoplasms
phecode_108,ASCVD+Retina,RetinaUKB,0,10,0.6902534541267725,139,60932,812,0.0133263309919254,Malignant neoplasm of the urinary tract,Neoplasms
phecode_108-5,Age+Sex,RetinaUKB,0,10,0.7164410535408652,101,61063,380,0.0062230810801958,Malignant neoplasm of the bladder,Neoplasms
phecode_108-5,Retina,RetinaUKB,0,10,0.6462049958597353,101,61063,380,0.0062230810801958,Malignant neoplasm of the bladder,Neoplasms
phecode_108-5,Age+Sex+Retina,RetinaUKB,0,10,0.7153214830553185,101,61063,380,0.0062230810801958,Malignant neoplasm of the bladder,Neoplasms
phecode_108-5,SCORE2,RetinaUKB,0,10,0.6949009466272492,101,61063,380,0.0062230810801958,Malignant neoplasm of the bladder,Neoplasms
phecode_108-5,SCORE2+Retina,RetinaUKB,0,10,0.6998889371770728,101,61063,380,0.0062230810801958,Malignant neoplasm of the bladder,Neoplasms
phecode_108-5,ASCVD,RetinaUKB,0,10,0.6901722815093814,101,61063,380,0.0062230810801958,Malignant neoplasm of the bladder,Neoplasms
phecode_108-5,ASCVD+Retina,RetinaUKB,0,10,0.6951978295355571,101,61063,380,0.0062230810801958,Malignant neoplasm of the bladder,Neoplasms
phecode_112,Age+Sex,RetinaUKB,0,10,0.6203728408714831,1079,60401,4046,0.0669856459330143,Malignant neoplasm of other and ill-defined sites,Neoplasms
phecode_112,Retina,RetinaUKB,0,10,0.5990743728943165,1079,60401,4046,0.0669856459330143,Malignant neoplasm of other and ill-defined sites,Neoplasms
phecode_112,Age+Sex+Retina,RetinaUKB,0,10,0.621641338510651,1079,60401,4046,0.0669856459330143,Malignant neoplasm of other and ill-defined sites,Neoplasms
phecode_112,SCORE2,RetinaUKB,0,10,0.6250667549195138,1079,60401,4046,0.0669856459330143,Malignant neoplasm of other and ill-defined sites,Neoplasms
phecode_112,SCORE2+Retina,RetinaUKB,0,10,0.6258063521494159,1079,60401,4046,0.0669856459330143,Malignant neoplasm of other and ill-defined sites,Neoplasms
phecode_112,ASCVD,RetinaUKB,0,10,0.6242328066255414,1079,60401,4046,0.0669856459330143,Malignant neoplasm of other and ill-defined sites,Neoplasms
phecode_112,ASCVD+Retina,RetinaUKB,0,10,0.6249539036468023,1079,60401,4046,0.0669856459330143,Malignant neoplasm of other and ill-defined sites,Neoplasms
phecode_116,Age+Sex,RetinaUKB,0,10,0.5927937135963206,394,60879,2164,0.0355459189539907,Secondary malignant neoplasm,Neoplasms
phecode_116,Retina,RetinaUKB,0,10,0.5711236851819069,394,60879,2164,0.0355459189539907,Secondary malignant neoplasm,Neoplasms
phecode_116,Age+Sex+Retina,RetinaUKB,0,10,0.594426777860619,394,60879,2164,0.0355459189539907,Secondary malignant neoplasm,Neoplasms
phecode_116,SCORE2,RetinaUKB,0,10,0.5897720170787983,394,60879,2164,0.0355459189539907,Secondary malignant neoplasm,Neoplasms
phecode_116,SCORE2+Retina,RetinaUKB,0,10,0.5932134475078488,394,60879,2164,0.0355459189539907,Secondary malignant neoplasm,Neoplasms
phecode_116,ASCVD,RetinaUKB,0,10,0.5941851455113454,394,60879,2164,0.0355459189539907,Secondary malignant neoplasm,Neoplasms
phecode_116,ASCVD+Retina,RetinaUKB,0,10,0.5960889155359264,394,60879,2164,0.0355459189539907,Secondary malignant neoplasm,Neoplasms
phecode_116-1,Age+Sex,RetinaUKB,0,10,0.466190278847875,170,60984,922,0.0151187196641742,Secondary malignancy of lymph nodes,Neoplasms
phecode_116-1,Retina,RetinaUKB,0,10,0.4100952970200711,170,60984,922,0.0151187196641742,Secondary malignancy of lymph nodes,Neoplasms
phecode_116-1,Age+Sex+Retina,RetinaUKB,0,10,0.45579720296047255,170,60984,922,0.0151187196641742,Secondary malignancy of lymph nodes,Neoplasms
phecode_116-1,SCORE2,RetinaUKB,0,10,0.4789628617901365,170,60984,922,0.0151187196641742,Secondary malignancy of lymph nodes,Neoplasms
phecode_116-1,SCORE2+Retina,RetinaUKB,0,10,0.47492762251640164,170,60984,922,0.0151187196641742,Secondary malignancy of lymph nodes,Neoplasms
phecode_116-1,ASCVD,RetinaUKB,0,10,0.471485800782922,170,60984,922,0.0151187196641742,Secondary malignancy of lymph nodes,Neoplasms
phecode_116-1,ASCVD+Retina,RetinaUKB,0,10,0.4695508704754344,170,60984,922,0.0151187196641742,Secondary malignancy of lymph nodes,Neoplasms
phecode_120,Age+Sex,RetinaUKB,0,10,0.6325011021921232,138,60906,1110,0.0182248054378878,Hemo onc - by cell of origin,Neoplasms
phecode_120,Retina,RetinaUKB,0,10,0.6027738719161446,138,60906,1110,0.0182248054378878,Hemo onc - by cell of origin,Neoplasms
phecode_120,Age+Sex+Retina,RetinaUKB,0,10,0.6307786824304054,138,60906,1110,0.0182248054378878,Hemo onc - by cell of origin,Neoplasms
phecode_120,SCORE2,RetinaUKB,0,10,0.6095070266378314,138,60906,1110,0.0182248054378878,Hemo onc - by cell of origin,Neoplasms
phecode_120,SCORE2+Retina,RetinaUKB,0,10,0.6177923809175978,138,60906,1110,0.0182248054378878,Hemo onc - by cell of origin,Neoplasms
phecode_120,ASCVD,RetinaUKB,0,10,0.6076417784293828,138,60906,1110,0.0182248054378878,Hemo onc - by cell of origin,Neoplasms
phecode_120,ASCVD+Retina,RetinaUKB,0,10,0.6184993491196811,138,60906,1110,0.0182248054378878,Hemo onc - by cell of origin,Neoplasms
phecode_130,Age+Sex,RetinaUKB,0,10,0.6109156625187877,1489,57979,9725,0.1677331447593094,"Cancer (solid tumor, excluding BCC)",Neoplasms
phecode_130,Retina,RetinaUKB,0,10,0.5784638563953186,1489,57979,9725,0.1677331447593094,"Cancer (solid tumor, excluding BCC)",Neoplasms
phecode_130,Age+Sex+Retina,RetinaUKB,0,10,0.611682003712851,1489,57979,9725,0.1677331447593094,"Cancer (solid tumor, excluding BCC)",Neoplasms
phecode_130,SCORE2,RetinaUKB,0,10,0.6147042690492479,1489,57979,9725,0.1677331447593094,"Cancer (solid tumor, excluding BCC)",Neoplasms
phecode_130,SCORE2+Retina,RetinaUKB,0,10,0.6150832125858321,1489,57979,9725,0.1677331447593094,"Cancer (solid tumor, excluding BCC)",Neoplasms
phecode_130,ASCVD,RetinaUKB,0,10,0.6139893156488596,1489,57979,9725,0.1677331447593094,"Cancer (solid tumor, excluding BCC)",Neoplasms
phecode_130,ASCVD+Retina,RetinaUKB,0,10,0.6143518482448831,1489,57979,9725,0.1677331447593094,"Cancer (solid tumor, excluding BCC)",Neoplasms
phecode_136,Age+Sex,RetinaUKB,0,10,0.5807925809859988,361,59413,6409,0.1078720145422719,Benign neoplasm of the digestive organs,Neoplasms
phecode_136,Retina,RetinaUKB,0,10,0.47485722575049716,361,59413,6409,0.1078720145422719,Benign neoplasm of the digestive organs,Neoplasms
phecode_136,Age+Sex+Retina,RetinaUKB,0,10,0.587536484466388,361,59413,6409,0.1078720145422719,Benign neoplasm of the digestive organs,Neoplasms
phecode_136,SCORE2,RetinaUKB,0,10,0.5759916007279917,361,59413,6409,0.1078720145422719,Benign neoplasm of the digestive organs,Neoplasms
phecode_136,SCORE2+Retina,RetinaUKB,0,10,0.5795415380215208,361,59413,6409,0.1078720145422719,Benign neoplasm of the digestive organs,Neoplasms
phecode_136,ASCVD,RetinaUKB,0,10,0.5741808806478262,361,59413,6409,0.1078720145422719,Benign neoplasm of the digestive organs,Neoplasms
phecode_136,ASCVD+Retina,RetinaUKB,0,10,0.5787719819874505,361,59413,6409,0.1078720145422719,Benign neoplasm of the digestive organs,Neoplasms
phecode_138,Age+Sex,RetinaUKB,0,10,0.4666331966427778,104,60372,751,0.0124395415093089,Benign neoplasm of the skin,Neoplasms
phecode_138,Retina,RetinaUKB,0,10,0.4660100410071667,104,60372,751,0.0124395415093089,Benign neoplasm of the skin,Neoplasms
phecode_138,Age+Sex+Retina,RetinaUKB,0,10,0.4681761391944199,104,60372,751,0.0124395415093089,Benign neoplasm of the skin,Neoplasms
phecode_138,SCORE2,RetinaUKB,0,10,0.49405587705514886,104,60372,751,0.0124395415093089,Benign neoplasm of the skin,Neoplasms
phecode_138,SCORE2+Retina,RetinaUKB,0,10,0.49533897980301234,104,60372,751,0.0124395415093089,Benign neoplasm of the skin,Neoplasms
phecode_138,ASCVD,RetinaUKB,0,10,0.4875805771662898,104,60372,751,0.0124395415093089,Benign neoplasm of the skin,Neoplasms
phecode_138,ASCVD+Retina,RetinaUKB,0,10,0.48852795768980184,104,60372,751,0.0124395415093089,Benign neoplasm of the skin,Neoplasms
phecode_160,Age+Sex,RetinaUKB,0,10,0.6173306074253444,338,60754,2199,0.0361951476445995,Nutritional anemias,Blood
phecode_160,Retina,RetinaUKB,0,10,0.60971822699589,338,60754,2199,0.0361951476445995,Nutritional anemias,Blood
phecode_160,Age+Sex+Retina,RetinaUKB,0,10,0.6223184921830731,338,60754,2199,0.0361951476445995,Nutritional anemias,Blood
phecode_160,SCORE2,RetinaUKB,0,10,0.630493116961804,338,60754,2199,0.0361951476445995,Nutritional anemias,Blood
phecode_160,SCORE2+Retina,RetinaUKB,0,10,0.6340370383953231,338,60754,2199,0.0361951476445995,Nutritional anemias,Blood
phecode_160,ASCVD,RetinaUKB,0,10,0.6326935404141858,338,60754,2199,0.0361951476445995,Nutritional anemias,Blood
phecode_160,ASCVD+Retina,RetinaUKB,0,10,0.6360504775073851,338,60754,2199,0.0361951476445995,Nutritional anemias,Blood
phecode_160-1,Age+Sex,RetinaUKB,0,10,0.6126032614938042,326,60803,1982,0.0325970758021808,Iron deficiency anemia,Blood
phecode_160-1,Retina,RetinaUKB,0,10,0.6047911956922748,326,60803,1982,0.0325970758021808,Iron deficiency anemia,Blood
phecode_160-1,Age+Sex+Retina,RetinaUKB,0,10,0.6171256742730078,326,60803,1982,0.0325970758021808,Iron deficiency anemia,Blood
phecode_160-1,SCORE2,RetinaUKB,0,10,0.6267929667588898,326,60803,1982,0.0325970758021808,Iron deficiency anemia,Blood
phecode_160-1,SCORE2+Retina,RetinaUKB,0,10,0.6301630746902089,326,60803,1982,0.0325970758021808,Iron deficiency anemia,Blood
phecode_160-1,ASCVD,RetinaUKB,0,10,0.6311920506315445,326,60803,1982,0.0325970758021808,Iron deficiency anemia,Blood
phecode_160-1,ASCVD+Retina,RetinaUKB,0,10,0.6329265949524072,326,60803,1982,0.0325970758021808,Iron deficiency anemia,Blood
phecode_164,Age+Sex,RetinaUKB,0,10,0.6389622304996909,648,59901,4294,0.0716849468289344,Anemia,Blood
phecode_164,Retina,RetinaUKB,0,10,0.628216905654007,648,59901,4294,0.0716849468289344,Anemia,Blood
phecode_164,Age+Sex+Retina,RetinaUKB,0,10,0.6450735924529218,648,59901,4294,0.0716849468289344,Anemia,Blood
phecode_164,SCORE2,RetinaUKB,0,10,0.6492623989075745,648,59901,4294,0.0716849468289344,Anemia,Blood
phecode_164,SCORE2+Retina,RetinaUKB,0,10,0.6527461816272954,648,59901,4294,0.0716849468289344,Anemia,Blood
phecode_164,ASCVD,RetinaUKB,0,10,0.6568832458726194,648,59901,4294,0.0716849468289344,Anemia,Blood
phecode_164,ASCVD+Retina,RetinaUKB,0,10,0.6588485826392458,648,59901,4294,0.0716849468289344,Anemia,Blood
phecode_164-1,Age+Sex,RetinaUKB,0,10,0.6126032614938042,326,60803,1986,0.032662862029834,Microcytic anemia,Blood
phecode_164-1,Retina,RetinaUKB,0,10,0.6042539474512996,326,60803,1986,0.032662862029834,Microcytic anemia,Blood
phecode_164-1,Age+Sex+Retina,RetinaUKB,0,10,0.617206658490613,326,60803,1986,0.032662862029834,Microcytic anemia,Blood
phecode_164-1,SCORE2,RetinaUKB,0,10,0.6267929667588898,326,60803,1986,0.032662862029834,Microcytic anemia,Blood
phecode_164-1,SCORE2+Retina,RetinaUKB,0,10,0.6302403537475314,326,60803,1986,0.032662862029834,Microcytic anemia,Blood
phecode_164-1,ASCVD,RetinaUKB,0,10,0.6311920506315445,326,60803,1986,0.032662862029834,Microcytic anemia,Blood
phecode_164-1,ASCVD+Retina,RetinaUKB,0,10,0.6329800551221989,326,60803,1986,0.032662862029834,Microcytic anemia,Blood
phecode_181,Age+Sex,RetinaUKB,0,10,0.561286315082024,285,60167,2378,0.039523326740572,Autoimmune disease,Blood
phecode_181,Retina,RetinaUKB,0,10,0.5856542060833172,285,60167,2378,0.039523326740572,Autoimmune disease,Blood
phecode_181,Age+Sex+Retina,RetinaUKB,0,10,0.5839582756683048,285,60167,2378,0.039523326740572,Autoimmune disease,Blood
phecode_181,SCORE2,RetinaUKB,0,10,0.5660797253925773,285,60167,2378,0.039523326740572,Autoimmune disease,Blood
phecode_181,SCORE2+Retina,RetinaUKB,0,10,0.5894552378977498,285,60167,2378,0.039523326740572,Autoimmune disease,Blood
phecode_181,ASCVD,RetinaUKB,0,10,0.5665379598660659,285,60167,2378,0.039523326740572,Autoimmune disease,Blood
phecode_181,ASCVD+Retina,RetinaUKB,0,10,0.589416357396969,285,60167,2378,0.039523326740572,Autoimmune disease,Blood
phecode_200,Age+Sex,RetinaUKB,0,10,0.6484226470280998,515,59983,3893,0.0649017221546104,Disorders of thyroid gland,Endo
phecode_200,Retina,RetinaUKB,0,10,0.6151634806225843,515,59983,3893,0.0649017221546104,Disorders of thyroid gland,Endo
