endpoint,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,event_rate_1,event_rate_2,event_rate_3,event_rate_4,event_rate_5,event_rate_6,event_rate_7,event_rate_8,event_rate_9,event_rate_10,event_rate_ratio,endpoint_string,n_epic,phecode_category,highlight,log_ratio
1,29,36,32,37,33,42,43,49,52,52,0.04184704184704185,0.05194805194805195,0.046176046176046176,0.05339105339105339,0.047619047619047616,0.06060606060606061,0.06204906204906205,0.0707070707070707,0.07503607503607504,0.07514450867052024,1.795694638230018,Asthma,632,Resp,NO,0.5853919321671871
8,29,31,26,43,38,37,57,48,49,52,0.04184704184704185,0.044733044733044736,0.03751803751803752,0.06204906204906205,0.05483405483405483,0.05339105339105339,0.08236994219653179,0.06936416184971098,0.0708092485549133,0.07514450867052024,1.795694638230018,Gastritis,447,GI,NO,0.5853919321671871
9,33,23,32,22,37,44,43,40,50,61,0.04596100278551532,0.03203342618384401,0.044630404463040445,0.030683403068340307,0.05160390516039052,0.061366806136680614,0.0599721059972106,0.05578800557880056,0.0697350069735007,0.08507670850767085,1.8510629305608386,Functional intestinal disorder,398,GI,NO,0.6157600311554349
1,21,31,28,42,29,27,39,32,38,39,0.029787234042553193,0.04397163120567376,0.03971631205673759,0.059574468085106386,0.04113475177304964,0.03829787234042553,0.05531914893617021,0.04539007092198582,0.05397727272727273,0.05539772727272727,1.859780844155844,Primary osteoarthritis,368,Musc/Skel,NO,0.6204586550604496
10,44,44,36,53,47,53,69,60,67,84,0.06489675516224189,0.06489675516224189,0.05309734513274336,0.07817109144542773,0.06932153392330384,0.07817109144542773,0.10176991150442478,0.08849557522123894,0.09882005899705015,0.12389380530973451,1.9090909090909092,Gastrointestinal inflammation,682,GI,NO,0.6466271649250525
2,11,11,14,11,13,15,16,28,20,21,0.015193370165745856,0.015214384508990318,0.019363762102351315,0.015214384508990318,0.017980636237897647,0.02074688796680498,0.022130013831258646,0.03872752420470263,0.027662517289073305,0.029045643153526972,1.9117314221048662,Spondylosis,162,Musc/Skel,NO,0.6480093351520042
11,17,14,21,30,25,29,24,34,39,33,0.023977433004231313,0.019746121297602257,0.029619181946403384,0.04231311706629055,0.03526093088857546,0.04090267983074753,0.03385049365303244,0.0480225988700565,0.05508474576271186,0.046610169491525424,1.9439182452642074,Disorders of the gallbladder,271,GI,NO,0.6647056502486719
2,9,14,8,14,14,15,16,16,15,18,0.0125,0.019444444444444445,0.011126564673157162,0.019471488178025034,0.019471488178025034,0.02086230876216968,0.022253129346314324,0.022253129346314324,0.02086230876216968,0.025034770514603615,2.002781641168289,Headache,147,Neuro,NO,0.6945370348489994
3,10,26,25,24,21,21,20,21,26,20,0.03194888178913738,0.08306709265175719,0.07987220447284345,0.07667731629392971,0.0670926517571885,0.0670926517571885,0.06389776357827476,0.0670926517571885,0.08333333333333333,0.0641025641025641,2.0064102564102564,Malignant neoplasm of the prostate,241,Neoplasms,NO,0.6963471832906162
12,48,59,66,65,81,71,76,79,84,97,0.06926406926406926,0.08513708513708514,0.09523809523809523,0.09379509379509379,0.11688311688311688,0.10260115606936417,0.10982658959537572,0.11416184971098266,0.12138728323699421,0.14017341040462428,2.023753612716763,Diverticular disease [Bowel diverticulosis],864,GI,NO,0.7049540111677255
1,20,20,37,27,25,26,35,31,30,41,0.028985507246376812,0.028985507246376812,0.0536231884057971,0.0391304347826087,0.036231884057971016,0.03768115942028986,0.050724637681159424,0.04499274310595065,0.04354136429608128,0.059506531204644414,2.052975326560232,Chest pain,352,Signs/Symptoms,NO,0.7192901197279633
3,15,8,17,23,16,19,31,27,26,31,0.021067415730337078,0.011235955056179775,0.02390998593530239,0.03234880450070324,0.02250351617440225,0.026722925457102673,0.04360056258790436,0.0379746835443038,0.03656821378340366,0.04360056258790436,2.0695733708391937,Other symptoms and disorders of the soft tissue,233,Musc/Skel,NO,0.7273424849916711
4,21,23,29,43,43,33,28,37,32,45,0.029619181946403384,0.03244005641748942,0.04090267983074753,0.06064880112834979,0.06064880112834979,0.0465444287729196,0.03954802259887006,0.052259887005649715,0.04519774011299435,0.0635593220338983,2.1458837772397095,Back pain,370,Musc/Skel,NO,0.7635514848853046
1,28,41,48,65,53,70,73,79,86,60,0.039942938659058486,0.05857142857142857,0.06857142857142857,0.09285714285714286,0.07571428571428572,0.1,0.10428571428571429,0.11285714285714285,0.12285714285714286,0.08571428571428572,2.145918367346939,Other symptoms/disorders or the urinary system,655,Genitourinary,NO,0.7635676040380823
6,19,28,33,29,34,33,31,28,31,41,0.026573426573426574,0.039160839160839164,0.046153846153846156,0.04055944055944056,0.04755244755244755,0.046153846153846156,0.043356643356643354,0.039160839160839164,0.043356643356643354,0.057342657342657345,2.1578947368421053,Embolism and thrombosis,327,Cardio,NO,0.7691330875378674
4,6,8,13,8,5,16,13,14,16,13,0.008333333333333333,0.011111111111111112,0.01808066759388039,0.011126564673157162,0.006954102920723227,0.022253129346314324,0.01808066759388039,0.019471488178025034,0.022253129346314324,0.01808066759388039,2.169680111265647,Malignant neoplasm of the colon,115,Neoplasms,NO,0.7745797425225361
1,35,41,48,63,56,68,61,65,69,76,0.05007153075822604,0.058655221745350504,0.06866952789699571,0.09012875536480687,0.08011444921316166,0.09742120343839542,0.08739255014326648,0.09312320916905444,0.0988538681948424,0.10888252148997135,2.174539500613999,Disorders of lipoprotein metabolism and other lipidemias,633,Metab,NO,0.7768169182683551
13,10,9,5,10,8,12,15,12,18,22,0.013869625520110958,0.012482662968099861,0.006934812760055479,0.013869625520110958,0.011095700416088766,0.016643550624133148,0.020804438280166437,0.016643550624133148,0.024965325936199722,0.030513176144244106,2.1999999999999997,Gastrointestinal obstruction,130,GI,NO,0.78845736036427
2,10,14,18,21,17,19,12,17,25,22,0.013831258644536652,0.019363762102351315,0.024896265560165973,0.029085872576177285,0.023545706371191136,0.02631578947368421,0.01662049861495845,0.023545706371191136,0.03462603878116344,0.030470914127423823,2.2030470914127425,Overweight and obesity,186,Metab,NO,0.7898414436302087
5,53,83,75,104,99,101,100,120,125,118,0.07851851851851852,0.12296296296296297,0.1111111111111111,0.15407407407407409,0.14666666666666667,0.14962962962962964,0.14814814814814814,0.17777777777777778,0.18518518518518517,0.1748148148148148,2.2264150943396226,Osteoarthritis,1202,Musc/Skel,NO,0.8003927109135429
5,10,24,32,24,21,18,18,22,28,23,0.03194888178913738,0.07667731629392971,0.10223642172523961,0.07667731629392971,0.0670926517571885,0.05750798722044728,0.057692307692307696,0.07051282051282051,0.08974358974358974,0.07371794871794872,2.307371794871795,Malignant neoplasm of male genitalia,247,Neoplasms,NO,0.8361091256657749
14,44,61,65,65,76,81,98,69,104,103,0.0669710806697108,0.0928462709284627,0.0989345509893455,0.0989345509893455,0.1156773211567732,0.1232876712328767,0.14939024390243902,0.10518292682926829,0.15853658536585366,0.15701219512195122,2.3444775498891355,Hernia,998,GI,NO,0.8520625838518961
15,18,21,31,26,31,28,32,27,20,43,0.02608695652173913,0.030434782608695653,0.04492753623188406,0.03768115942028986,0.04499274310595065,0.040638606676342524,0.04644412191582003,0.03918722786647315,0.02902757619738752,0.062409288824383166,2.392356071601355,Disease of anus and rectum,330,GI,NO,0.8722786843750444
1,21,16,25,19,33,36,29,44,40,51,0.02920723226703755,0.022253129346314324,0.03477051460361613,0.02642559109874826,0.04596100278551532,0.05013927576601671,0.0403899721448468,0.06128133704735376,0.055710306406685235,0.07103064066852367,2.4319538400318343,Iron deficiency anemia,326,Blood,NO,0.8886949836737252
16,18,23,24,26,28,31,28,30,33,44,0.025069637883008356,0.03203342618384401,0.033426183844011144,0.036211699164345405,0.03905160390516039,0.043235704323570434,0.03905160390516039,0.04184100418410042,0.04602510460251046,0.061366806136680614,2.447853711452038,Dysphagia,299,GI,NO,0.8952116044707004
3,15,17,27,37,29,29,28,38,41,37,0.02074688796680498,0.02351313969571231,0.03734439834024896,0.051175656984785614,0.040110650069156296,0.040110650069156296,0.03872752420470263,0.05263157894736842,0.05678670360110803,0.05124653739612189,2.470083102493075,Anxiety disorders,304,Mental,NO,0.904251794807953
2,16,14,21,25,34,32,26,32,33,40,0.022222222222222223,0.019444444444444445,0.029166666666666667,0.034722222222222224,0.04728789986091794,0.04450625869262865,0.03616133518776078,0.04450625869262865,0.0458970792767733,0.055632823365785816,2.5034770514603615,Symptoms and signs concerning food and fluid intake,279,Signs/Symptoms,NO,0.9176805861632094
3,20,15,25,23,27,42,25,45,42,50,0.027816411682892908,0.02086230876216968,0.03477051460361613,0.031988873435326845,0.037604456824512536,0.0584958217270195,0.034818941504178275,0.06267409470752089,0.0584958217270195,0.06963788300835655,2.503481894150418,Iron deficiency,326,Metab,NO,0.9176825205469776
3,9,7,6,12,12,10,11,13,14,23,0.012448132780082987,0.009681881051175657,0.008310249307479225,0.01662049861495845,0.01662049861495845,0.013850415512465374,0.015235457063711912,0.018005540166204988,0.019390581717451522,0.03185595567867036,2.5590951061865193,Extrapyramidal and movement disorders,136,Neuro,NO,0.9396537218588689
17,14,14,16,22,27,20,26,30,34,36,0.01969057665260197,0.01969057665260197,0.02250351617440225,0.030942334739803096,0.0379746835443038,0.028129395218002812,0.03656821378340366,0.04219409282700422,0.04781997187060478,0.05063291139240506,2.571428571428571,Gallstones [Cholelithiasis],244,GI,NO,0.9444616088408513
2,20,16,26,22,30,36,28,47,37,52,0.027816411682892908,0.022253129346314324,0.03616133518776078,0.030598052851182198,0.04178272980501393,0.05013927576601671,0.03899721448467967,0.06545961002785515,0.05153203342618384,0.07242339832869081,2.6036211699164347,Microcytic anemia,326,Blood,NO,0.9569032337002589
2,14,9,14,23,23,23,31,36,40,37,0.020437956204379562,0.013138686131386862,0.020437956204379562,0.033576642335766425,0.033576642335766425,0.033576642335766425,0.04525547445255475,0.05263157894736842,0.05847953216374269,0.054093567251461985,2.64672096908939,Hematuria,286,Genitourinary,NO,0.9733215036686406
3,12,6,21,12,19,16,14,20,19,32,0.016901408450704224,0.008450704225352112,0.029619181946403384,0.01692524682651622,0.02679830747531735,0.022566995768688293,0.019746121297602257,0.028208744710860368,0.02679830747531735,0.045133991537376586,2.670427832628115,Autoimmune disease,285,Blood,NO,0.98223869651496
6,7,6,5,12,11,10,15,16,18,19,0.009695290858725761,0.008310249307479225,0.006925207756232687,0.01662049861495845,0.015235457063711912,0.013850415512465374,0.02077562326869806,0.0221606648199446,0.024930747922437674,0.026352288488210817,2.718050326926887,Hemo onc - by cell of origin,138,Neoplasms,NO,0.9999148317190043
3,18,25,31,31,33,49,41,40,36,49,0.060810810810810814,0.08445945945945946,0.10472972972972973,0.10472972972972973,0.11186440677966102,0.16610169491525423,0.13898305084745763,0.13559322033898305,0.12203389830508475,0.16610169491525423,2.7314500941619584,Benign prostatic hyperplasia,435,Genitourinary,NO,1.0048326381987025
18,27,44,37,45,45,51,64,65,62,74,0.0391304347826087,0.06376811594202898,0.0536231884057971,0.06521739130434782,0.06521739130434782,0.07402031930333818,0.09288824383164006,0.09433962264150944,0.0899854862119013,0.10740203193033382,2.7447185937751972,Diaphragmatic hernia [Hiatal hernia],653,GI,NO,1.009678553777487
4,20,17,24,23,31,38,24,48,43,55,0.027855153203342618,0.023676880222841225,0.033426183844011144,0.03203342618384401,0.04317548746518106,0.052924791086350974,0.033426183844011144,0.06685236768802229,0.0599721059972106,0.07670850767085077,2.7538354253835426,Nutritional anemias,338,Blood,NO,1.0129946401270837
4,18,17,24,23,29,38,27,45,42,51,0.025034770514603615,0.02364394993045897,0.03337969401947149,0.031988873435326845,0.0403899721448468,0.052924791086350974,0.037604456824512536,0.06267409470752089,0.0584958217270195,0.07103064066852367,2.8372794800371404,Disorders of iron metabolism,326,Metab,NO,1.0428456635009837
7,19,32,28,35,30,42,35,52,50,54,0.026352288488210817,0.044444444444444446,0.03888888888888889,0.04861111111111111,0.041666666666666664,0.058333333333333334,0.04861111111111111,0.07222222222222222,0.06944444444444445,0.075,2.8460526315789476,Secondary malignant neoplasm,394,Neoplasms,NO,1.0459329926726821
5,23,17,25,29,45,41,40,54,51,67,0.03203342618384401,0.023676880222841225,0.034818941504178275,0.040446304044630406,0.06276150627615062,0.05718270571827057,0.05578800557880056,0.07531380753138076,0.07112970711297072,0.09344490934449093,2.917106300406282,Disorders of mineral metabolism and mineral deficiencies,410,Metab,NO,1.0705921319104201
7,5,11,9,8,8,14,11,7,19,15,0.006944444444444444,0.015277777777777777,0.0125,0.011111111111111112,0.011111111111111112,0.019444444444444445,0.015277777777777777,0.009735744089012517,0.02642559109874826,0.02086230876216968,3.004172461752434,Pulmonary embolism,116,Cardio,NO,1.100002142957164
4,3,4,8,4,11,9,13,16,12,9,0.004178272980501393,0.005571030640668524,0.011142061281337047,0.005578800557880056,0.015341701534170154,0.012552301255230125,0.01813110181311018,0.022315202231520222,0.016736401673640166,0.012552301255230125,3.00418410041841,Kidney stone disease,106,Genitourinary,NO,1.1000060171167134
1,5,3,11,13,11,15,12,17,11,15,0.006983240223463687,0.004189944134078212,0.015363128491620111,0.01818181818181818,0.015384615384615385,0.02097902097902098,0.016783216783216783,0.023776223776223775,0.015384615384615385,0.02097902097902098,3.0041958041958043,Disorders of eyelid function,127,Eye,NO,1.1000099129347476
8,4,13,9,8,12,11,11,9,12,12,0.0056022408963585435,0.018207282913165267,0.012605042016806723,0.011204481792717087,0.01680672268907563,0.015406162464985995,0.015406162464985995,0.012622720897615708,0.016830294530154277,0.016830294530154277,3.0042075736325384,Benign neoplasm of the skin,104,Neoplasms,NO,1.1000138305933982
9,29,38,40,53,43,57,66,67,78,88,0.041193181818181816,0.05397727272727273,0.05689900426742532,0.07539118065433854,0.06116642958748222,0.08108108108108109,0.09388335704125178,0.0953058321479374,0.11095305832147938,0.1251778093883357,3.0387992348064943,Malignant neoplasm of the skin,651,Neoplasms,YES,1.1114624488391098
10,54,77,93,118,107,107,107,130,150,164,0.08108108108108109,0.11561561561561562,0.13984962406015036,0.1774436090225564,0.16090225563909774,0.16090225563909774,0.16090225563909774,0.19548872180451127,0.22556390977443608,0.24661654135338346,3.0416040100250625,"Cancer (solid tumor, excluding BCC)",1489,Neoplasms,NO,1.112385011144459
6,17,14,21,19,29,23,30,40,40,52,0.02361111111111111,0.019471488178025034,0.02920723226703755,0.02642559109874826,0.04033379694019471,0.031988873435326845,0.04172461752433936,0.055632823365785816,0.055632823365785816,0.07232267037552156,3.063077804139737,Non-inflammatory spondylopathy,304,Musc/Skel,NO,1.1194202288142656
19,13,14,13,21,23,30,27,53,46,41,0.017955801104972375,0.019337016574585635,0.017955801104972375,0.029005524861878452,0.031767955801104975,0.04143646408839779,0.03734439834024896,0.07330567081604426,0.0636237897648686,0.056708160442600276,3.1582083200340465,Intestinal infection,283,GI,NO,1.1500048794697229
20,13,17,20,21,27,35,31,37,35,41,0.01808066759388039,0.02364394993045897,0.027816411682892908,0.02920723226703755,0.037552155771905425,0.048678720445062586,0.04317548746518106,0.05153203342618384,0.04874651810584958,0.057103064066852366,3.1582386972359116,Nausea and vomiting,281,GI,NO,1.1500144979155935
21,13,18,20,19,27,34,32,40,32,42,0.01808066759388039,0.025034770514603615,0.027816411682892908,0.02642559109874826,0.037552155771905425,0.04728789986091794,0.04456824512534819,0.055710306406685235,0.04456824512534819,0.0584958217270195,3.2352689093636164,Nausea,281,GI,NO,1.174112049494654
22,13,19,19,18,28,35,32,39,32,42,0.01808066759388039,0.02642559109874826,0.02642559109874826,0.025034770514603615,0.03894297635605007,0.048678720445062586,0.04456824512534819,0.054317548746518104,0.04456824512534819,0.0584958217270195,3.2352689093636164,Vomiting,281,GI,NO,1.174112049494654
7,3,10,9,7,16,10,10,17,10,10,0.004143646408839779,0.013812154696132596,0.012430939226519336,0.009668508287292817,0.022099447513812154,0.013812154696132596,0.013831258644536652,0.02351313969571231,0.013831258644536652,0.013831258644536652,3.3379437528815123,Generalized osteoarthritis,103,Musc/Skel,NO,1.2053549745528878
8,5,6,9,7,10,7,11,6,18,17,0.006915629322268326,0.008298755186721992,0.012448132780082987,0.009681881051175657,0.013831258644536652,0.009681881051175657,0.015214384508990318,0.008298755186721992,0.024896265560165973,0.02351313969571231,3.4,Deforming dorsopathies,103,Musc/Skel,NO,1.2237754316221157
8,4,6,9,6,10,14,7,7,16,14,0.00554016620498615,0.008310249307479225,0.012465373961218837,0.008310249307479225,0.013850415512465374,0.019390581717451522,0.009695290858725761,0.009708737864077669,0.022191400832177532,0.019417475728155338,3.5048543689320386,Mitral valve disorders,101,Cardio,NO,1.254148970103245
23,5,4,6,14,11,14,11,13,22,18,0.006915629322268326,0.005532503457814661,0.008298755186721992,0.019363762102351315,0.015214384508990318,0.019363762102351315,0.015214384508990318,0.017980636237897647,0.030470914127423823,0.024930747922437674,3.6049861495844877,Other disorders of liver,123,GI,NO,1.2823179287280029
9,5,2,10,12,8,16,8,14,13,18,0.006963788300835654,0.002785515320334262,0.013927576601671309,0.016713091922005572,0.011142061281337047,0.022284122562674095,0.011142061281337047,0.019525801952580194,0.01813110181311018,0.02510460251046025,3.605020920502092,Rheumatoid arthritis,154,Musc/Skel,NO,1.282327573910668
10,13,22,26,29,29,35,35,46,46,47,0.01808066759388039,0.030598052851182198,0.03616133518776078,0.04033379694019471,0.04033379694019471,0.048678720445062586,0.048678720445062586,0.06406685236768803,0.06406685236768803,0.06545961002785515,3.620419970002142,Other arthropathies,337,Musc/Skel,NO,1.2865900329213442
2,15,13,13,14,21,29,28,19,51,55,0.02074688796680498,0.017980636237897647,0.018005540166204988,0.019390581717451522,0.029085872576177285,0.04016620498614958,0.038781163434903045,0.02631578947368421,0.07063711911357341,0.07617728531855955,3.6717451523545703,Pleural effusion,263,Resp,NO,1.3006670673961993
9,81,127,143,138,176,177,210,240,264,299,0.12980769230769232,0.20352564102564102,0.22916666666666666,0.22115384615384615,0.28205128205128205,0.28365384615384615,0.33653846153846156,0.38461538461538464,0.42375601926163725,0.4799357945425361,3.697283157957315,Essential hypertension,2628,Cardio,NO,1.307598268300222
5,29,24,36,41,55,69,57,80,86,108,0.041251778093883355,0.034139402560455195,0.051209103840682786,0.05832147937411095,0.07823613086770982,0.09815078236130868,0.0811965811965812,0.11396011396011396,0.1225071225071225,0.15384615384615385,3.7294429708222814,Anemia,648,Blood,YES,1.3162588849225996
10,80,128,146,132,177,179,211,237,263,299,0.1282051282051282,0.20545746388443017,0.23434991974317818,0.21187800963081863,0.2841091492776886,0.28731942215088285,0.33868378812199035,0.38041733547351525,0.42215088282504015,0.4799357945425361,3.743499197431782,Hypertension,2637,Cardio,YES,1.3200207882987793
11,6,10,12,13,12,20,23,17,16,23,0.008356545961002786,0.013927576601671309,0.016713091922005572,0.01813110181311018,0.016736401673640166,0.02789400278940028,0.03207810320781032,0.023709902370990237,0.022315202231520222,0.03207810320781032,3.8386796838679684,Malignant neoplasm of the colon and rectum,156,Neoplasms,NO,1.3451284751496986
3,6,12,7,7,8,12,18,16,15,23,0.008368200836820083,0.016736401673640166,0.009762900976290097,0.009762900976290097,0.011157601115760111,0.016736401673640166,0.02510460251046025,0.022315202231520222,0.02092050209205021,0.03212290502793296,3.8386871508379894,Abnormalities of breathing,128,Resp,NO,1.3451304203400696
1,6,9,7,15,14,17,16,24,14,23,0.00847457627118644,0.012711864406779662,0.009887005649717515,0.0211864406779661,0.01977401129943503,0.024045261669024046,0.02263083451202263,0.033946251768033946,0.019801980198019802,0.03253182461103253,3.8387553041018387,Other skin and connective tissue disorders,156,Derm,NO,1.3451481744982416
1,19,19,30,25,35,45,29,55,44,74,0.02676056338028169,0.02676056338028169,0.04225352112676056,0.035211267605633804,0.04936530324400564,0.06346967559943582,0.04090267983074753,0.07757404795486601,0.06205923836389281,0.10437235543018336,3.90023012397001,Hypothyroidism,480,Endo,NO,1.361035557540963
12,33,59,66,77,84,79,97,105,129,130,0.04775687409551375,0.085383502170767,0.0955137481910275,0.11159420289855072,0.12173913043478261,0.1144927536231884,0.14057971014492754,0.15217391304347827,0.18695652173913044,0.18840579710144928,3.9451032059727713,Malignant neoplasm of other and ill-defined sites,1079,Neoplasms,NO,1.372475115165467
11,5,5,3,4,11,5,14,19,16,20,0.006944444444444444,0.006944444444444444,0.004166666666666667,0.005555555555555556,0.015277777777777777,0.006944444444444444,0.019444444444444445,0.02638888888888889,0.022253129346314324,0.027816411682892908,4.005563282336579,Peripheral vascular disease,125,Cardio,NO,1.387684215408945
2,7,11,13,14,12,16,10,27,17,28,0.009749303621169917,0.01532033426183844,0.018105849582172703,0.019498607242339833,0.016713091922005572,0.022284122562674095,0.01394700139470014,0.03765690376569038,0.023709902370990237,0.03905160390516039,4.005578800557879,Skin changes due to chronic exposure to nonionizing radiation,162,Derm,NO,1.3876880895684942
11,5,2,10,11,9,18,5,13,13,20,0.006963788300835654,0.002785515320334262,0.013927576601671309,0.01532033426183844,0.012534818941504178,0.025069637883008356,0.006963788300835654,0.01813110181311018,0.01813110181311018,0.02789400278940028,4.00557880055788,Rheumatoid arthritis and other inflammatory polyarthropathies,154,Musc/Skel,NO,1.3876880895684944
2,19,20,33,32,32,46,35,59,49,76,0.026836158192090395,0.028288543140028287,0.04667609618104668,0.04526166902404526,0.04526166902404526,0.06506364922206506,0.04950495049504951,0.08345120226308345,0.06930693069306931,0.1074964639321075,4.005657708628006,Disorders of thyroid gland,515,Endo,NO,1.3877077889170377
5,10,11,5,11,20,14,22,31,21,40,0.014144271570014143,0.015558698727015558,0.007072135785007072,0.015558698727015558,0.028288543140028287,0.019801980198019802,0.031117397454031116,0.04384724186704385,0.029745042492917848,0.056657223796033995,4.005665722379604,Other disorders of bladder,200,Genitourinary,NO,1.3877097895232213
